,Rating_Multi
18459,2
18460,1
18461,2
18462,1
18463,1
18464,1
18465,2
18466,2
18467,1
18468,2
18469,2
18470,1
18471,1
18472,1
18473,1
18474,2
18475,1
18476,2
18477,2
18478,2
18479,1
18480,2
18481,1
18482,1
18483,2
18484,1
18485,2
18486,2
18487,1
18488,1
18489,2
18490,1
18491,1
18492,1
18493,1
18494,2
18495,1
18496,1
18497,2
18498,2
18499,1
18500,1
18501,1
18502,1
18503,1
18504,1
18505,1
18506,1
18507,2
18508,2
18509,2
18510,2
18511,2
18512,2
18513,1
18514,2
18515,1
18516,1
18517,2
18518,1
18519,1
18520,2
18521,2
18522,2
18523,1
18524,2
18525,2
18526,1
18527,1
18528,1
18529,2
18530,2
18531,2
18532,1
18533,1
18534,2
18535,1
18536,0
18537,1
18538,1
18539,2
18540,1
18541,1
18542,1
18543,1
18544,1
18545,1
18546,2
18547,1
18548,1
18549,2
18550,1
18551,1
18552,2
18553,2
18554,1
18555,2
18556,2
18557,1
18558,1
18559,2
18560,1
18561,1
18562,1
18563,1
18564,1
18565,2
18566,1
18567,2
18568,1
18569,2
18570,1
18571,2
18572,2
18573,1
18574,1
18575,2
18576,1
18577,1
18578,1
18579,1
18580,2
18581,1
18582,2
18583,1
18584,2
18585,1
18586,1
18587,2
18588,1
18589,1
18590,1
18591,2
18592,2
18593,2
18594,1
18595,1
18596,2
18597,2
18598,2
18599,1
18600,1
18601,2
18602,2
18603,2
18604,1
18605,1
18606,2
18607,2
18608,1
18609,1
18610,2
18611,2
18612,1
18613,2
18614,1
18615,2
18616,1
18617,1
18618,1
18619,2
18620,2
18621,1
18622,1
18623,1
18624,2
18625,2
18626,2
18627,2
18628,2
18629,2
18630,1
18631,1
18632,2
18633,0
18634,2
18635,0
18636,0
18637,1
18638,0
18639,0
18640,0
18641,1
18642,0
18643,1
18644,1
18645,1
18646,2
18647,1
18648,1
18649,1
18650,2
18651,2
18652,1
18653,1
18654,2
18655,1
18656,1
18657,1
18658,0
18659,2
18660,1
18661,1
18662,2
18663,1
18664,1
18665,1
18666,1
18667,1
18668,1
18669,1
18670,1
18671,1
18672,0
18673,1
18674,1
18675,1
18676,2
18677,1
18678,2
18679,2
18680,2
18681,1
18682,1
18683,2
18684,1
18685,2
18686,1
18687,1
18688,1
18689,2
18690,0
18691,1
18692,1
18693,2
18694,1
18695,2
18696,1
18697,2
18698,2
18699,2
18700,1
18701,2
18702,1
18703,1
18704,1
18705,1
18706,1
18707,1
18708,1
18709,1
18710,1
18711,2
18712,1
18713,1
18714,2
18715,2
18716,1
18717,1
18718,1
18719,0
18720,2
18721,1
18722,1
18723,1
18724,2
18725,1
18726,1
18727,1
18728,2
18729,1
18730,1
18731,1
18732,1
18733,1
18734,1
18735,2
18736,1
18737,1
18738,1
18739,2
18740,2
18741,2
18742,1
18743,0
18744,1
18745,1
18746,1
18747,1
18748,1
18749,2
18750,1
18751,2
18752,2
18753,2
18754,1
18755,1
18756,1
18757,1
18758,1
18759,1
18760,0
18761,1
18762,1
18763,2
18764,2
18765,1
18766,2
18767,1
18768,1
18769,1
18770,2
18771,1
18772,1
18773,0
18774,2
18775,1
18776,1
18777,2
18778,1
18779,2
18780,1
18781,1
18782,2
18783,2
18784,2
18785,2
18786,1
18787,2
18788,1
18789,2
18790,2
18791,1
18792,1
18793,1
18794,1
18795,1
18796,2
18797,2
18798,1
18799,2
18800,1
18801,1
18802,1
18803,2
18804,1
18805,0
18806,1
18807,0
18808,1
18809,1
18810,1
18811,1
18812,2
18813,1
18814,1
18815,2
18816,1
18817,1
18818,2
18819,1
18820,2
18821,2
18822,1
18823,1
18824,1
18825,1
18826,1
18827,1
18828,1
18829,2
18830,1
18831,1
18832,0
18833,2
18834,2
18835,1
18836,2
18837,1
18838,2
18839,1
18840,1
18841,2
18842,2
18843,2
18844,2
18845,1
18846,2
18847,2
18848,2
18849,1
18850,1
18851,2
18852,1
18853,1
18854,1
18855,1
18856,1
18857,2
18858,1
18859,1
18860,2
18861,1
18862,1
18863,2
18864,1
18865,1
18866,2
18867,1
18868,1
18869,2
18870,1
18871,1
18872,2
18873,1
18874,1
18875,2
18876,2
18877,1
18878,1
18879,2
18880,1
18881,1
18882,1
18883,2
18884,2
18885,1
18886,1
18887,1
18888,1
18889,2
18890,1
18891,2
18892,2
18893,2
18894,2
18895,0
18896,2
18897,1
18898,1
18899,2
18900,1
18901,2
18902,1
18903,1
18904,0
18905,1
18906,1
18907,1
18908,2
18909,1
18910,0
18911,1
18912,1
18913,1
18914,2
18915,1
18916,2
18917,1
18918,1
18919,1
18920,2
18921,1
18922,1
18923,1
18924,2
18925,1
18926,1
18927,1
18928,1
18929,2
18930,1
18931,2
18932,1
18933,1
18934,1
18935,1
18936,1
18937,1
18938,1
18939,2
18940,2
18941,1
18942,1
18943,2
18944,1
18945,0
18946,1
18947,2
18948,1
18949,1
18950,2
18951,2
18952,2
18953,1
18954,1
18955,1
18956,1
18957,1
18958,2
18959,1
18960,2
18961,1
18962,1
18963,2
18964,2
18965,1
18966,2
18967,1
18968,1
18969,0
18970,2
18971,2
18972,1
18973,2
18974,2
18975,2
18976,2
18977,1
18978,1
18979,2
18980,1
18981,2
18982,1
18983,1
18984,2
18985,1
18986,1
18987,1
18988,1
18989,1
18990,2
18991,1
18992,1
18993,1
18994,2
18995,1
18996,0
18997,1
18998,2
18999,1
19000,1
19001,1
19002,1
19003,2
19004,2
19005,1
19006,1
19007,2
19008,1
19009,1
19010,2
19011,1
19012,1
19013,1
19014,2
19015,1
19016,1
19017,1
19018,2
19019,2
19020,1
19021,2
19022,1
19023,2
19024,1
19025,1
19026,2
19027,2
19028,2
19029,1
19030,2
19031,2
19032,2
19033,1
19034,2
19035,1
19036,2
19037,2
19038,2
19039,2
19040,1
19041,1
19042,2
19043,1
19044,1
19045,2
19046,2
19047,1
19048,2
19049,1
19050,2
19051,2
19052,2
19053,2
19054,1
19055,2
19056,1
19057,2
19058,2
19059,2
19060,2
19061,2
19062,2
19063,2
19064,2
19065,2
19066,0
19067,2
19068,2
19069,1
19070,2
19071,2
19072,2
19073,1
19074,2
19075,2
19076,2
19077,2
19078,2
19079,2
19080,1
19081,1
19082,2
19083,2
19084,2
19085,1
19086,2
19087,2
19088,2
19089,2
19090,1
19091,2
19092,2
19093,1
19094,1
19095,2
19096,1
19097,2
19098,2
19099,2
19100,2
19101,1
19102,2
19103,1
19104,2
19105,2
19106,1
19107,2
19108,1
19109,2
19110,1
19111,2
19112,0
19113,2
19114,2
19115,1
19116,2
19117,2
19118,2
19119,2
19120,2
19121,2
19122,1
19123,2
19124,0
19125,2
19126,2
19127,1
19128,2
19129,2
19130,2
19131,1
19132,2
19133,2
19134,2
19135,2
19136,2
19137,2
19138,1
19139,2
19140,2
19141,2
19142,2
19143,2
19144,2
19145,2
19146,2
19147,2
19148,2
19149,2
19150,2
19151,1
19152,2
19153,2
19154,1
19155,1
19156,2
19157,2
19158,2
19159,2
19160,2
19161,1
19162,2
19163,2
19164,2
19165,2
19166,2
19167,1
19168,2
19169,2
19170,2
19171,1
19172,2
19173,2
19174,1
19175,2
19176,2
19177,2
19178,1
19179,2
19180,2
19181,2
19182,2
19183,2
19184,1
19185,2
19186,2
19187,2
19188,2
19189,2
19190,2
19191,1
19192,2
19193,2
19194,2
19195,2
19196,2
19197,2
19198,2
19199,2
19200,2
19201,2
19202,2
19203,2
19204,2
19205,1
19206,2
19207,1
19208,2
19209,1
19210,2
19211,2
19212,2
19213,1
19214,2
19215,2
19216,2
19217,2
19218,1
19219,2
19220,1
19221,2
19222,2
19223,1
19224,2
19225,2
19226,2
19227,2
19228,2
19229,2
19230,2
19231,2
19232,1
19233,2
19234,1
19235,2
19236,1
19237,2
19238,2
19239,1
19240,2
19241,2
19242,2
19243,2
19244,2
19245,2
19246,1
19247,2
19248,2
19249,2
19250,2
19251,1
19252,1
19253,2
19254,1
19255,2
19256,2
19257,2
19258,2
19259,1
19260,2
19261,1
19262,2
19263,2
19264,2
19265,2
19266,2
19267,2
19268,2
19269,2
19270,2
19271,2
19272,2
19273,2
19274,2
19275,2
19276,2
19277,2
19278,2
19279,1
19280,2
19281,2
19282,2
19283,2
19284,1
19285,2
19286,2
19287,1
19288,2
19289,2
19290,2
19291,2
19292,2
19293,2
19294,2
19295,1
19296,2
19297,2
19298,2
19299,2
19300,2
19301,2
19302,1
19303,2
19304,1
19305,1
19306,2
19307,2
19308,2
19309,2
19310,1
19311,2
19312,1
19313,1
19314,2
19315,1
19316,2
19317,2
19318,2
19319,2
19320,2
19321,2
19322,2
19323,1
19324,1
19325,1
19326,2
19327,1
19328,1
19329,2
19330,1
19331,2
19332,2
19333,2
19334,1
19335,2
19336,2
19337,2
19338,2
19339,2
19340,1
19341,2
19342,2
19343,1
19344,2
19345,1
19346,1
19347,2
19348,2
19349,2
19350,2
19351,2
19352,1
19353,2
19354,2
19355,1
19356,2
19357,2
19358,1
19359,2
19360,2
19361,1
19362,2
19363,2
19364,1
19365,2
19366,2
19367,2
19368,1
19369,2
19370,2
19371,2
19372,2
19373,2
19374,1
19375,1
19376,1
19377,1
19378,1
19379,1
19380,1
19381,1
19382,0
19383,1
19384,1
19385,1
19386,1
19387,1
19388,1
19389,1
19390,1
19391,1
19392,0
19393,0
19394,1
19395,0
19396,0
19397,1
19398,1
19399,1
19400,0
19401,1
19402,1
19403,1
19404,1
19405,1
19406,0
19407,1
19408,1
19409,1
19410,1
19411,1
19412,1
19413,1
19414,1
19415,1
19416,0
19417,1
19418,0
19419,0
19420,1
19421,1
19422,1
19423,1
19424,1
19425,1
19426,0
19427,1
19428,1
19429,1
19430,1
19431,1
19432,1
19433,0
19434,1
19435,1
19436,0
19437,1
19438,1
19439,0
19440,1
19441,1
19442,1
19443,1
19444,1
19445,0
19446,1
19447,1
19448,1
19449,1
19450,0
19451,1
19452,1
19453,1
19454,1
19455,1
19456,1
19457,1
19458,1
19459,1
19460,0
19461,1
19462,1
19463,0
19464,1
19465,1
19466,0
19467,0
19468,0
19469,1
19470,1
19471,1
19472,1
19473,1
19474,0
19475,0
19476,1
19477,1
19478,1
19479,1
19480,1
19481,0
19482,1
19483,1
19484,1
19485,1
19486,1
19487,1
19488,1
19489,1
19490,1
19491,1
19492,0
19493,1
19494,1
19495,1
19496,0
19497,1
19498,0
19499,1
19500,1
19501,1
19502,1
19503,1
19504,1
19505,1
19506,1
19507,1
19508,1
19509,1
19510,1
19511,1
19512,0
19513,1
19514,1
19515,0
19516,1
19517,1
19518,0
19519,1
19520,1
19521,1
19522,1
19523,1
19524,1
19525,1
19526,1
19527,1
19528,1
19529,1
19530,1
19531,1
19532,1
19533,1
19534,1
19535,1
19536,1
19537,0
19538,1
19539,1
19540,0
19541,1
19542,1
19543,1
19544,1
19545,1
19546,1
19547,1
19548,1
19549,0
19550,1
19551,0
19552,1
19553,1
19554,1
19555,1
19556,1
19557,1
19558,1
19559,1
19560,1
19561,1
19562,1
19563,1
19564,1
19565,0
19566,1
19567,1
19568,1
19569,1
19570,1
19571,1
19572,1
19573,0
19574,1
19575,1
19576,1
19577,1
19578,1
19579,1
19580,1
19581,0
19582,1
19583,1
19584,1
19585,1
19586,1
19587,0
19588,1
19589,1
19590,1
19591,1
19592,1
19593,1
19594,0
19595,1
19596,1
19597,1
19598,1
19599,1
19600,1
19601,1
19602,1
19603,1
19604,1
19605,1
19606,1
19607,0
19608,1
19609,1
19610,0
19611,1
19612,1
19613,1
19614,1
19615,0
19616,1
19617,1
19618,1
19619,0
19620,0
19621,1
19622,1
19623,1
19624,1
19625,1
19626,1
19627,1
19628,1
19629,1
19630,1
19631,1
19632,1
19633,0
19634,0
19635,0
19636,1
19637,1
19638,1
19639,1
19640,1
19641,1
19642,1
19643,1
19644,1
19645,1
19646,1
19647,1
19648,1
19649,1
19650,1
19651,1
19652,1
19653,1
19654,1
19655,1
19656,1
19657,1
19658,1
19659,1
19660,1
19661,1
19662,1
19663,1
19664,1
19665,1
19666,1
19667,0
19668,1
19669,1
19670,1
19671,1
19672,1
19673,1
19674,1
19675,1
19676,1
19677,0
19678,1
19679,1
19680,1
19681,1
19682,1
19683,0
19684,0
19685,1
19686,1
19687,1
19688,1
19689,1
19690,1
19691,1
19692,1
19693,1
19694,1
19695,1
19696,1
19697,0
19698,1
19699,1
19700,1
19701,1
19702,1
19703,0
19704,1
19705,1
19706,1
19707,1
19708,1
19709,1
19710,1
19711,1
19712,1
19713,1
19714,1
19715,1
19716,1
19717,1
19718,1
19719,1
19720,1
19721,1
19722,1
19723,1
19724,0
19725,1
19726,1
19727,1
19728,1
19729,1
19730,1
19731,1
19732,1
19733,0
19734,1
19735,1
19736,1
19737,1
19738,1
19739,1
19740,1
19741,1
19742,1
19743,1
19744,1
19745,1
19746,0
19747,1
19748,0
19749,1
19750,0
19751,1
19752,1
19753,1
19754,1
19755,1
19756,0
19757,0
19758,0
19759,1
19760,1
19761,1
19762,0
19763,0
19764,0
19765,0
19766,0
19767,0
19768,0
19769,1
19770,1
19771,0
19772,1
19773,1
19774,2
19775,2
19776,1
19777,1
19778,1
19779,2
19780,2
19781,0
19782,2
19783,2
19784,0
19785,1
19786,2
19787,1
19788,2
19789,2
19790,1
19791,1
19792,2
19793,0
19794,2
19795,2
19796,2
19797,2
19798,2
19799,1
19800,1
19801,1
19802,1
19803,1
19804,2
19805,2
19806,2
19807,1
19808,2
19809,1
19810,2
19811,2
19812,1
19813,1
19814,1
19815,1
19816,2
19817,2
19818,2
19819,2
19820,1
19821,2
19822,2
19823,1
19824,1
19825,2
19826,2
19827,2
19828,1
19829,1
19830,2
19831,2
19832,1
19833,0
19834,2
19835,2
19836,2
19837,1
19838,2
19839,1
19840,1
19841,1
19842,2
19843,1
19844,2
19845,1
19846,0
19847,0
19848,0
19849,0
19850,1
19851,2
19852,2
19853,1
19854,2
19855,1
19856,2
19857,1
19858,2
19859,2
19860,1
19861,2
19862,2
19863,2
19864,2
19865,2
19866,2
19867,1
19868,2
19869,2
19870,2
19871,1
19872,0
19873,2
19874,1
19875,1
19876,1
19877,2
19878,2
19879,2
19880,1
19881,1
19882,1
19883,1
19884,2
19885,2
19886,2
19887,2
19888,1
19889,1
19890,2
19891,2
19892,1
19893,2
19894,0
19895,2
19896,2
19897,2
19898,1
19899,2
19900,2
19901,1
19902,1
19903,1
19904,1
19905,1
19906,2
19907,1
19908,2
19909,2
19910,2
19911,2
19912,2
19913,2
19914,2
19915,2
19916,2
19917,1
19918,1
19919,2
19920,2
19921,1
19922,2
19923,1
19924,2
19925,1
19926,1
19927,2
19928,2
19929,2
19930,1
19931,2
19932,2
19933,1
19934,2
19935,1
19936,2
19937,1
19938,2
19939,2
19940,2
19941,1
19942,2
19943,1
19944,0
19945,0
19946,2
19947,1
19948,1
19949,2
19950,2
19951,1
19952,2
19953,2
19954,0
19955,2
19956,2
19957,2
19958,2
19959,2
19960,0
19961,1
19962,2
19963,1
19964,2
19965,2
19966,1
19967,2
19968,2
19969,1
19970,1
19971,2
19972,1
19973,1
19974,2
19975,1
19976,2
19977,1
19978,1
19979,1
19980,1
19981,2
19982,0
19983,0
19984,2
19985,1
19986,2
19987,1
19988,2
19989,2
19990,2
19991,1
19992,2
19993,2
19994,2
19995,2
19996,2
19997,2
19998,2
19999,1
20000,2
20001,2
20002,2
20003,2
20004,1
20005,2
20006,2
20007,2
20008,2
20009,1
20010,0
20011,2
20012,1
20013,1
20014,2
20015,2
20016,2
20017,0
20018,2
20019,2
20020,2
20021,2
20022,2
20023,1
20024,2
20025,2
20026,2
20027,2
20028,2
20029,2
20030,2
20031,2
20032,2
20033,2
20034,1
20035,2
20036,1
20037,1
20038,1
20039,2
20040,2
20041,2
20042,2
20043,1
20044,1
20045,2
20046,2
20047,2
20048,1
20049,1
20050,2
20051,2
20052,1
20053,2
20054,1
20055,1
20056,2
20057,1
20058,1
20059,1
20060,1
20061,2
20062,1
20063,0
20064,1
20065,1
20066,1
20067,0
20068,1
20069,1
20070,1
20071,1
20072,1
20073,2
20074,1
20075,1
20076,2
20077,2
20078,2
20079,2
20080,2
20081,2
20082,2
20083,0
20084,2
20085,1
20086,2
20087,2
20088,2
20089,2
20090,1
20091,1
20092,1
20093,1
20094,2
20095,2
20096,1
20097,1
20098,1
20099,2
20100,2
20101,1
20102,2
20103,1
20104,1
20105,1
20106,2
20107,2
20108,2
20109,1
20110,2
20111,0
20112,2
20113,1
20114,2
20115,2
20116,1
20117,1
20118,2
20119,1
20120,1
20121,2
20122,1
20123,2
20124,1
20125,2
20126,2
20127,1
20128,2
20129,1
20130,1
20131,2
20132,2
20133,2
20134,1
20135,2
20136,1
20137,1
20138,0
20139,0
20140,1
20141,2
20142,2
20143,2
20144,2
20145,1
20146,1
20147,2
20148,2
20149,1
20150,1
20151,1
20152,2
20153,0
20154,2
20155,0
20156,1
20157,2
20158,2
20159,1
20160,2
20161,1
20162,2
20163,2
20164,1
20165,1
20166,1
20167,2
20168,2
20169,1
20170,2
20171,2
20172,2
20173,2
20174,1
20175,1
20176,1
20177,2
20178,2
20179,2
20180,2
20181,2
20182,1
20183,1
20184,2
20185,2
20186,1
20187,1
20188,1
20189,2
20190,2
20191,2
20192,2
20193,2
20194,1
20195,2
20196,2
20197,2
20198,2
20199,2
20200,2
20201,2
20202,1
20203,2
20204,2
20205,1
20206,2
20207,1
20208,1
20209,2
20210,1
20211,2
20212,2
20213,2
20214,2
20215,2
20216,2
20217,1
20218,2
20219,1
20220,2
20221,0
20222,0
20223,0
20224,0
20225,2
20226,1
20227,0
20228,1
20229,1
20230,2
20231,1
20232,1
20233,0
20234,1
20235,2
20236,1
20237,2
20238,1
20239,1
20240,1
20241,2
20242,1
20243,1
20244,2
20245,1
20246,1
20247,0
20248,1
20249,2
20250,2
20251,2
20252,0
20253,2
20254,2
20255,2
20256,2
20257,2
20258,2
20259,2
20260,2
20261,2
20262,0
20263,2
20264,2
20265,2
20266,2
20267,1
20268,2
20269,1
20270,2
20271,2
20272,2
20273,2
20274,2
20275,2
20276,1
20277,2
20278,1
20279,2
20280,1
20281,2
20282,2
20283,2
20284,2
20285,2
20286,1
20287,2
20288,1
20289,1
20290,1
20291,1
20292,0
20293,1
20294,1
20295,1
20296,1
20297,1
20298,1
20299,2
20300,2
20301,2
20302,1
20303,1
20304,2
20305,2
20306,2
20307,1
20308,1
20309,1
20310,2
20311,0
20312,1
20313,1
20314,1
20315,2
20316,0
20317,1
20318,1
20319,1
20320,1
20321,2
20322,1
20323,2
20324,2
20325,1
20326,2
20327,1
20328,2
20329,1
20330,2
20331,1
20332,2
20333,2
20334,1
20335,2
20336,0
20337,1
20338,1
20339,1
20340,1
20341,2
20342,1
20343,1
20344,1
20345,2
20346,2
20347,0
20348,1
20349,1
20350,2
20351,1
20352,1
20353,1
20354,2
20355,0
20356,2
20357,0
20358,1
20359,2
20360,2
20361,2
20362,0
20363,2
20364,1
20365,1
20366,1
20367,2
20368,2
20369,2
20370,1
20371,2
20372,2
20373,2
20374,1
20375,2
20376,1
20377,2
20378,2
20379,1
20380,2
20381,2
20382,0
20383,2
20384,1
20385,1
20386,2
20387,2
20388,2
20389,2
20390,0
20391,1
20392,1
20393,1
20394,0
20395,2
20396,1
20397,1
20398,1
20399,0
20400,1
20401,0
20402,0
20403,1
20404,1
20405,2
20406,1
20407,1
20408,1
20409,2
20410,0
20411,2
20412,1
20413,1
20414,2
20415,1
20416,1
20417,2
20418,1
20419,0
20420,2
20421,2
20422,1
20423,2
20424,2
20425,2
20426,2
20427,2
20428,2
20429,0
20430,1
20431,1
20432,1
20433,1
20434,1
20435,1
20436,1
20437,1
20438,2
20439,2
20440,1
20441,2
20442,2
20443,1
20444,2
20445,1
20446,1
20447,1
20448,2
20449,2
20450,1
20451,2
20452,1
20453,2
20454,1
20455,2
20456,2
20457,2
20458,1
20459,1
20460,2
20461,2
20462,2
20463,2
20464,2
20465,2
20466,0
20467,1
20468,2
20469,1
20470,1
20471,2
20472,2
20473,2
20474,2
20475,2
20476,2
20477,1
20478,2
20479,1
20480,1
20481,1
20482,1
20483,1
20484,2
20485,1
20486,2
20487,1
20488,2
20489,2
20490,1
20491,1
20492,1
20493,2
20494,1
20495,1
20496,1
20497,1
20498,2
20499,1
20500,1
20501,2
20502,1
20503,0
20504,1
20505,1
20506,1
20507,2
20508,2
20509,2
20510,1
20511,1
20512,1
20513,1
20514,1
20515,1
20516,1
20517,0
20518,2
20519,0
20520,2
20521,2
20522,2
20523,1
20524,1
20525,2
20526,2
20527,2
20528,1
20529,2
20530,1
20531,1
20532,2
20533,1
20534,1
20535,1
20536,2
20537,1
20538,0
20539,2
20540,2
20541,2
20542,0
20543,2
20544,2
20545,2
20546,1
20547,1
20548,1
20549,1
20550,1
20551,2
20552,1
20553,0
20554,1
20555,2
20556,2
20557,1
20558,2
20559,1
20560,1
20561,1
20562,1
20563,2
20564,1
20565,1
20566,2
20567,1
20568,1
20569,2
20570,1
20571,1
20572,2
20573,2
20574,1
20575,0
20576,1
20577,1
20578,1
20579,2
20580,2
20581,1
20582,2
20583,2
20584,2
20585,0
20586,1
20587,1
20588,1
20589,1
20590,2
20591,0
20592,0
20593,2
20594,2
20595,1
20596,1
20597,2
20598,1
20599,1
20600,1
20601,1
20602,1
20603,2
20604,2
20605,2
20606,2
20607,1
20608,2
20609,1
20610,2
20611,2
20612,0
20613,1
20614,0
20615,1
20616,2
20617,2
20618,1
20619,2
20620,2
20621,1
20622,2
20623,2
20624,2
20625,2
20626,2
20627,1
20628,2
20629,1
20630,1
20631,0
20632,1
20633,2
20634,1
20635,1
20636,1
20637,1
20638,0
20639,1
20640,2
20641,1
20642,1
20643,2
20644,1
20645,1
20646,1
20647,1
20648,2
20649,2
20650,1
20651,2
20652,1
20653,1
20654,0
20655,1
20656,2
20657,1
20658,1
20659,1
20660,1
20661,2
20662,2
20663,1
20664,1
20665,2
20666,1
20667,1
20668,2
20669,2
20670,1
20671,2
20672,1
20673,2
20674,2
20675,1
20676,0
20677,1
20678,1
20679,1
20680,1
20681,1
20682,2
20683,2
20684,1
20685,1
20686,1
20687,1
20688,2
20689,1
20690,1
20691,2
20692,2
20693,1
20694,1
20695,1
20696,1
20697,2
20698,1
20699,2
20700,1
20701,1
20702,1
20703,1
20704,2
20705,2
20706,1
20707,2
20708,1
20709,1
20710,2
20711,2
20712,2
20713,2
20714,2
20715,2
20716,2
20717,1
20718,1
20719,1
20720,2
20721,2
20722,1
20723,1
20724,1
20725,1
20726,2
20727,1
20728,1
20729,1
20730,1
20731,2
20732,2
20733,2
20734,2
20735,1
20736,1
20737,1
20738,1
20739,2
20740,1
20741,1
20742,2
20743,2
20744,2
20745,1
20746,1
20747,1
20748,2
20749,1
20750,1
20751,2
20752,2
20753,2
20754,2
20755,1
20756,2
20757,2
20758,2
20759,1
20760,2
20761,0
20762,2
20763,2
20764,2
20765,1
20766,2
20767,2
20768,1
20769,2
20770,1
20771,2
20772,2
20773,1
20774,2
20775,2
20776,2
20777,1
20778,2
20779,1
20780,1
20781,1
20782,0
20783,1
20784,1
20785,1
20786,2
20787,0
20788,1
20789,1
20790,0
20791,2
20792,1
20793,1
20794,2
20795,1
20796,1
20797,2
20798,1
20799,1
20800,1
20801,1
20802,2
20803,2
20804,1
20805,1
20806,0
20807,1
20808,2
20809,2
20810,2
20811,1
20812,1
20813,1
20814,1
20815,1
20816,2
20817,2
20818,1
20819,1
20820,1
20821,1
20822,2
20823,1
20824,2
20825,0
20826,2
20827,0
20828,1
20829,1
20830,1
20831,1
20832,1
20833,1
20834,1
20835,2
20836,1
20837,1
20838,1
20839,1
20840,1
20841,2
20842,1
20843,1
20844,1
20845,2
20846,2
20847,0
20848,2
20849,2
20850,2
20851,2
20852,2
20853,2
20854,1
20855,2
20856,1
20857,2
20858,1
20859,2
20860,1
20861,2
20862,1
20863,1
20864,0
20865,2
20866,1
20867,0
20868,1
20869,2
20870,1
20871,1
20872,1
20873,2
20874,1
20875,1
20876,2
20877,1
20878,2
20879,2
20880,2
20881,1
20882,1
20883,2
20884,2
20885,1
20886,1
20887,2
20888,1
20889,1
20890,1
20891,2
20892,1
20893,2
20894,1
20895,0
20896,2
20897,2
20898,1
20899,1
20900,1
20901,1
20902,2
20903,1
20904,2
20905,2
20906,1
20907,2
20908,2
20909,2
20910,1
20911,1
20912,1
20913,1
20914,1
20915,1
20916,1
20917,1
20918,1
20919,1
20920,2
20921,1
20922,0
20923,1
20924,2
20925,2
20926,1
20927,1
20928,0
20929,1
20930,2
20931,0
20932,2
20933,2
20934,1
20935,1
20936,1
20937,2
20938,2
20939,1
20940,1
20941,2
20942,1
20943,1
20944,1
20945,2
20946,1
20947,0
20948,2
20949,1
20950,1
20951,2
20952,1
20953,2
20954,1
20955,1
20956,0
20957,1
20958,1
20959,0
20960,2
20961,1
20962,2
20963,2
20964,2
20965,1
20966,2
20967,2
20968,1
20969,2
20970,1
20971,1
20972,0
20973,1
20974,1
20975,1
20976,2
20977,2
20978,0
20979,1
20980,2
20981,0
20982,1
20983,2
20984,2
20985,1
20986,2
20987,0
20988,2
20989,2
20990,1
20991,1
20992,1
20993,2
20994,1
20995,1
20996,1
20997,2
20998,2
20999,1
21000,2
21001,1
21002,1
21003,2
21004,1
21005,2
21006,0
21007,1
21008,1
21009,2
21010,0
21011,1
21012,2
21013,2
21014,2
21015,1
21016,2
21017,1
21018,2
21019,2
21020,1
21021,1
21022,1
21023,0
21024,1
21025,1
21026,1
21027,2
21028,1
21029,2
21030,2
21031,2
21032,1
21033,1
21034,2
21035,2
21036,1
21037,1
21038,1
21039,2
21040,1
21041,2
21042,1
21043,0
21044,2
21045,2
21046,1
21047,1
21048,0
21049,1
21050,1
21051,2
21052,2
21053,1
21054,1
21055,2
21056,2
21057,1
21058,1
21059,2
21060,1
21061,1
21062,2
21063,2
21064,1
21065,0
21066,2
21067,1
21068,1
21069,1
21070,0
21071,2
21072,1
21073,2
21074,1
21075,1
21076,1
21077,2
21078,0
21079,1
21080,2
21081,2
21082,2
21083,2
21084,1
21085,0
21086,0
21087,1
21088,1
21089,1
21090,0
21091,1
21092,1
21093,2
21094,1
21095,0
21096,1
21097,1
21098,0
21099,1
21100,2
21101,2
21102,2
21103,0
21104,1
21105,2
21106,2
21107,1
21108,2
21109,2
21110,1
21111,1
21112,2
21113,1
21114,1
21115,2
21116,1
21117,1
21118,1
21119,1
21120,2
21121,2
21122,1
21123,1
21124,2
21125,1
21126,2
21127,2
21128,0
21129,1
21130,2
21131,1
21132,2
21133,1
21134,2
21135,2
21136,1
21137,1
21138,1
21139,2
21140,1
21141,2
21142,1
21143,2
21144,2
21145,2
21146,2
21147,2
21148,2
21149,2
21150,1
21151,1
21152,1
21153,1
21154,1
21155,1
21156,2
21157,1
21158,0
21159,2
21160,2
21161,0
21162,2
21163,2
21164,2
21165,2
21166,1
21167,1
21168,2
21169,0
21170,1
21171,2
21172,2
21173,0
21174,1
21175,2
21176,1
21177,1
21178,1
21179,2
21180,2
21181,1
21182,1
21183,1
21184,2
21185,2
21186,1
21187,1
21188,1
21189,1
21190,2
21191,1
21192,1
21193,1
21194,1
21195,2
21196,1
21197,2
21198,1
21199,2
21200,1
21201,0
21202,2
21203,1
21204,1
21205,1
21206,2
21207,1
21208,2
21209,1
21210,1
21211,2
21212,1
21213,1
21214,2
21215,2
21216,2
21217,2
21218,2
21219,2
21220,1
21221,0
21222,2
21223,2
21224,2
21225,1
21226,1
21227,2
21228,2
21229,1
21230,1
21231,1
21232,0
21233,2
21234,2
21235,2
21236,2
21237,2
21238,1
21239,1
21240,1
21241,1
21242,2
21243,1
21244,0
21245,2
21246,2
21247,2
21248,1
21249,2
21250,2
21251,2
21252,0
21253,1
21254,1
21255,2
21256,2
